,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,7.3333330154418945,7.400000095367432,7.2244439125061035,7.324443817138672,7.175683498382568,3028774
1,2010-01-05,7.324443817138672,7.328887939453125,7.0444440841674805,7.206665992736816,7.06029748916626,3381646
2,2010-01-06,7.208888053894043,7.208888053894043,7.002222061157227,7.011110782623291,6.868714332580566,3913105
3,2010-01-07,7.0,7.07111120223999,6.800000190734863,6.842222213745117,6.703256130218506,3120543
4,2010-01-08,6.824443817138672,6.824443817138672,6.573332786560059,6.65555477142334,6.520379543304443,3893620
5,2010-01-11,6.65555477142334,6.800000190734863,6.488887786865234,6.706665992736816,6.5704522132873535,3542746
6,2010-01-12,6.697776794433594,6.857777118682861,6.5555548667907715,6.855555057525635,6.716317176818848,4058473
7,2010-01-13,6.733333110809326,6.955554962158203,6.622221946716309,6.817777156829834,6.679306983947754,2639659
8,2010-01-14,6.782221794128418,7.460000038146973,6.782221794128418,7.404444217681885,7.254058837890625,8842738
9,2010-01-15,7.4355549812316895,7.644443988800049,7.29777717590332,7.431110858917236,7.280183792114258,6079896
10,2010-01-18,7.455554962158203,7.511110782623291,7.246665954589844,7.291110992431641,7.143027305603027,3540978
11,2010-01-19,7.268887996673584,7.346665859222412,7.02222204208374,7.051111221313477,6.907902240753174,4337824
12,2010-01-20,7.0444440841674805,7.0444440841674805,6.666666030883789,6.728888034820557,6.592222690582275,4152285
13,2010-01-21,6.691111087799072,6.851110935211182,6.691111087799072,6.802221775054932,6.66406774520874,2182702
14,2010-01-22,6.666666030883789,6.688888072967529,6.426665782928467,6.559999942779541,6.426764965057373,3113100
15,2010-01-25,6.364443778991699,6.662221908569336,6.364443778991699,6.402222156524658,6.272192001342773,1767127
16,2010-01-26,6.513332843780518,6.513332843780518,6.302221775054932,6.3822221755981445,6.252598285675049,2092999
17,2010-01-27,6.3822221755981445,6.437777042388916,6.00666618347168,6.126666069030762,6.002232551574707,2230866
18,2010-01-28,6.066666126251221,6.066666126251221,5.786665916442871,5.8333330154418945,5.714858055114746,3285819
19,2010-01-29,5.802221775054932,5.988887786865234,5.802221775054932,5.880000114440918,5.760575771331787,2237454
20,2010-02-01,5.313333034515381,5.777777194976807,5.291110992431641,5.377777099609375,5.268553733825684,12918546
21,2010-02-02,5.3822221755981445,5.50666618347168,5.255555152893066,5.288887977600098,5.181469917297363,6066670
22,2010-02-03,5.246665954589844,5.328887939453125,4.815555095672607,5.199999809265137,5.094387054443359,5454751
23,2010-02-04,5.117776870727539,5.373332977294922,5.088888168334961,5.286665916442871,5.179292678833008,4435938
24,2010-02-05,5.199999809265137,5.415555000305176,5.146666049957275,5.317777156829834,5.20977258682251,3969819
25,2010-02-08,5.3444437980651855,5.486666202545166,5.3444437980651855,5.462222099304199,5.351284027099609,4266513
26,2010-02-09,5.475554943084717,5.4844441413879395,5.295555114746094,5.348887920379639,5.240251064300537,3332866
27,2010-02-10,5.45111083984375,5.65555477142334,5.395555019378662,5.644443988800049,5.52980375289917,5898816
28,2010-02-11,5.642221927642822,5.864443778991699,5.559999942779541,5.675555229187012,5.56028413772583,5455525
29,2010-02-12,5.733333110809326,5.811110973358154,5.606666088104248,5.746665954589844,5.629950523376465,3134313
30,2010-02-22,5.673333168029785,5.766665935516357,5.624444007873535,5.626666069030762,5.512388229370117,3102948
31,2010-02-23,5.626666069030762,5.688888072967529,5.52222204208374,5.688888072967529,5.573345184326172,2840580
32,2010-02-24,5.684443950653076,6.106666088104248,5.648888111114502,6.057776927947998,5.934742450714111,5975541
33,2010-02-25,6.108888149261475,6.331110954284668,6.057776927947998,6.137776851654053,6.013117790222168,6796728
34,2010-02-26,6.108888149261475,6.264443874359131,6.02222204208374,6.217776775360107,6.091492652893066,4349124
35,2010-03-01,6.188888072967529,6.417777061462402,6.188888072967529,6.406665802001953,6.276546001434326,4815522
36,2010-03-02,6.400000095367432,6.513332843780518,6.293333053588867,6.355555057525635,6.2264723777771,4394898
37,2010-03-03,6.271111011505127,6.346665859222412,6.068888187408447,6.222221851348877,6.0958476066589355,5832954
38,2010-03-04,6.222221851348877,6.262221813201904,5.8444437980651855,6.0,5.878139495849609,5003266
39,2010-03-05,5.968887805938721,6.173333168029785,5.966666221618652,6.1533331871032715,6.028357982635498,4031590
40,2010-03-08,6.133333206176758,6.237777233123779,6.099999904632568,6.173333168029785,6.047951698303223,4724244
41,2010-03-09,6.171111106872559,6.197776794433594,6.0,6.15555477142334,6.030534267425537,2565553
42,2010-03-10,6.175555229187012,6.288887977600098,6.133333206176758,6.2733330726623535,6.145920276641846,4994577
43,2010-03-11,6.288887977600098,6.595554828643799,6.246665954589844,6.568888187408447,6.4354729652404785,9946026
44,2010-03-12,6.577776908874512,6.746665954589844,6.357777118682861,6.400000095367432,6.270015239715576,8200323
45,2010-03-15,6.417777061462402,6.539999961853027,6.388887882232666,6.508887767791748,6.37669038772583,4391914
46,2010-03-16,6.537776947021484,6.728888034820557,6.491110801696777,6.635554790496826,6.5007853507995605,6241383
47,2010-03-17,6.622221946716309,6.788887977600098,6.557776927947998,6.788887977600098,6.651005268096924,5694093
48,2010-03-18,6.808887958526611,6.817777156829834,6.644443988800049,6.695555210113525,6.559567451477051,5757768
49,2010-03-19,6.684443950653076,6.715555191040039,6.577776908874512,6.644443988800049,6.509494304656982,3706749
50,2010-03-22,6.611111164093018,6.706665992736816,6.511110782623291,6.706665992736816,6.5704522132873535,6624414
51,2010-03-23,6.695555210113525,6.742221832275391,6.551111221313477,6.646666049957275,6.511671543121338,6196212
52,2010-03-24,6.648888111114502,7.108888149261475,6.648888111114502,7.02888822555542,6.8861308097839355,10905439
53,2010-03-25,6.9844441413879395,7.222221851348877,6.862222194671631,7.151111125946045,7.005870819091797,11280555
54,2010-03-26,6.888887882232666,7.039999961853027,6.699999809265137,6.766665935516357,6.629234313964844,10765872
55,2010-03-29,6.782221794128418,6.806665897369385,6.466666221618652,6.622221946716309,6.4877238273620605,8135505
56,2010-03-30,6.622221946716309,6.79777717590332,6.582221984863281,6.74888801574707,6.61181640625,5080261
