,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,6.391847133636475,6.486522197723389,6.357658863067627,6.42471981048584,5.691611289978027,8648892
1,2010-01-05,6.398421764373779,6.4299798011779785,6.226165771484375,6.298487186431885,5.5797834396362305,10895987
2,2010-01-06,6.311636924743652,6.320840835571289,6.247204780578613,6.284022808074951,5.566969871520996,7645238
3,2010-01-07,6.282708168029785,6.376068115234375,6.234055995941162,6.282708168029785,5.565804958343506,11191373
4,2010-01-08,6.2945427894592285,6.2945427894592285,5.865877151489258,6.003943920135498,5.318849086761475,13535204
5,2010-01-11,6.009203910827637,6.021038055419922,5.78698205947876,5.915843963623047,5.2408013343811035,7044275
6,2010-01-12,5.928994178771973,6.052596092224121,5.9013800621032715,6.017094135284424,5.330498218536377,6991542
7,2010-01-13,5.918474197387695,6.003943920135498,5.892176151275635,5.959237098693848,5.279243469238281,6206448
8,2010-01-14,5.9408278465271,6.17751407623291,5.9408278465271,6.147271156311035,5.445821285247803,8929327
9,2010-01-15,6.1696248054504395,6.228796005249023,6.114398002624512,6.166995048522949,5.4632954597473145,5491950
10,2010-01-18,6.1801438331604,6.213016986846924,6.069690227508545,6.095989227294922,5.400392055511475,5395473
11,2010-01-19,6.095989227294922,6.097303867340088,5.960552215576172,5.980276107788086,5.297882556915283,5890825
12,2010-01-20,5.98290491104126,5.98290491104126,5.552925109863281,5.65154504776001,5.006662845611572,9148358
13,2010-01-21,5.601576805114746,5.744904041290283,5.601576805114746,5.652859210968018,5.007826328277588,3016477
14,2010-01-22,5.562129974365234,5.598948001861572,5.291254997253418,5.375410079956055,4.762035846710205,6322971
15,2010-01-25,5.337277889251709,5.350427150726318,5.204470157623291,5.21235990524292,4.617589950561523,4187084
16,2010-01-26,5.272846221923828,5.335962772369385,5.143983840942383,5.253121852874756,4.6537017822265625,3620481
17,2010-01-27,5.299145221710205,5.3149237632751465,5.154502868652344,5.218934059143066,4.623414993286133,2877572
18,2010-01-28,5.220249176025391,5.220249176025391,5.083497047424316,5.153188228607178,4.565171241760254,3930454
19,2010-01-29,5.07692289352417,5.225509166717529,5.075607776641846,5.1229448318481445,4.538379192352295,3353303
20,2010-02-01,5.004601955413818,5.045363903045654,4.894147872924805,4.930965900421143,4.368306636810303,4303852
21,2010-02-02,4.930965900421143,5.009860992431641,4.930965900421143,4.970414161682129,4.403253078460693,3358040
22,2010-02-03,4.971728801727295,5.001972198486328,4.73635721206665,4.950689792633057,4.385778903961182,3702159
23,2010-02-04,4.944115161895752,5.012491226196289,4.866535186767578,4.940169811248779,4.376459121704102,2420215
24,2010-02-05,4.8915181159973145,5.069033145904541,4.827086925506592,4.961208820343018,4.395098686218262,3245509
